title,author,genre,subgenre,isbn,page_count,rating,status,owned,synopsis,date_added
The Dark Prophecy,Rick Riordan,Fantasy,,9781368009584,414,,unread,true,"GO WEST. CAPTURE APOLLO BEFORE HE CAN FIND THE NEXT ORACLE.
IF YOU CAN NOT BRING HIM TO ME ALIVE, KILL HIM.

Those were the orders my old enemy Nero had given to Meg McCaffrey. But why would an ancient Roman emperor zero in on Indianapolis? And now that I have made it here (still in the embarrassing form of Lester Papadopoulos), where is Meg?
  Meg, my demigod master, is a cantankerous street urchin. She betrayed me to Nero back at Camp Half-Blood. And while Iâ€™m mortal, she can order me to do ",2024-10-25
The Dark Prophecy,Rick Riordan,Fantasy,,9780141363967,432,,unread,true,"The god Apollo, cast down to earth and trapped in the form of a gawky teenage boy as punishment, must set off on the second of his harrowing (and hilarious) trials. He and his companions seek the ancient oracles - restoring them is the only way for Apollo to reclaim his place on Mount Olympus - but this is easier said than done. Somewhere in the American Midwest is a haunted cave that may hold answers for Apollo in his quest to become a god again . . . if it doesnâ€™t kill him or drive him insan",2024-10-25
The Declaration Of Independence And The Constitution Of The United States,"States, United, Maier, Pauline, Jefferson, Thomas, More, St.",Literature,,9780553214826,,,unread,true,"Contains the text of the Declaration of Independence, the U.S. Constitution, the Bill of Rights, and all the amendments",2024-09-23
The Dictionary Of Body Language,Joe Navarro,Self-Help,Communication,9780062846877,197,,unread,true,"Joe Navarro has spent a lifetime observing others. For 25 years, as a Special Agent for the FBI, he conducted and supervised interrogations of spies and other dangerous criminals, honing his mastery of nonverbal communication. After retiring from the bureau, he has become a sought-after public speaker and consultant, and an internationally bestselling author. Now, a decade after his groundbreaking book What Every BODY is Saying, Navarro returns with his most ambitious work yet. The Dictionary of",2024-09-23
The Dressmakers of Auschwitz,Lucy Adlington,,Holocaust,9780063030930,381,,unread,true,"A powerful chronicle of the women who used their sewing skills to survive the Holocaust, stitching beautiful clothes at an extraordinary fashion workshop created within one of the most notorious World War II death camps. 

At the height of the Holocaust, 25 young inmates of the infamous Auschwitz-Birkenau concentration campâ€”mainly Jewish women and girlsâ€”were selected to design, cut, and sew beautiful fashions for elite Nazi women in a dedicated salon. It was work that they hoped would spare ",2025-06-30
The Duke and I,Julia Quinn,Historical Fiction,,9780062353597,408,,unread,true,"The Duke and I is a romance set in the Regency era.

In the ballrooms and drawing rooms of Regency London, rules abound. From their earliest days, children of aristocrats learn how to address an earl and curtsey before a princeâ€”while other dictates of the ton are unspoken yet universally understood. A proper duke should be imperious and aloof. A young, marriageable lady should be amiableâ€¦ but not too amiable.

Daphne Bridgerton has always failed at the latter. The fourth of eight siblings in",2024-09-23
The Escape Artist,Jonathan Freedland,History,Non-fiction,9780063112339,400,,unread,true,"â€Awe-inspiring, exciting and poignant, this is a thrilling read, a piece of redemptive storytelling and a work of important Holocaust historical research.â€--Simon Sebag Montefiore A complex hero. A forgotten story. The first witness to reveal the full truth of the Holocaust . . . Award-winning journalist and bestselling novelist Jonathan Freedland tells the incredible story of Rudolf Vrba--the first Jew to break out of Auschwitz, a man determined to warn the world and pass on a truth too few",2024-10-25
The Everything Civil War Book,Donald Vaughn,History,,9781580623667,,,unread,true,,2024-10-25
The Fighter Pilotâ€™s Wife,Gilberta Guth,,,9780976867807,376,,unread,true,"Offering an inside look at military family life spanning WWII through the Korean and Vietnam Wars, this memoir not only chronicles the heroism of those in combat but that of the wives and families at home as they live under the constant shadow of potential loss. Married at the age of 22 to a dashing young jet pilot, young bride Gilberta Guth embarked on what was for many years a global journey, following her husband all over the world as he pursued his career. From their honeymoon in Las Vegas t",2025-06-30
The Financial Peace Planner,Dave Ramsey,Business,,9780140264685,273,,unread,true,"Provides practical steps to assess the extent of oneâ€™s financial problems, understand how they developed, create a realistic budget, eliminate debt, repair ...",2024-10-25
The Finest Hour,"Churchill, Winston, Tougas, Michael",,,9781501106835,,,unread,true,,2026-03-03
The Folding Book,Janelle Cohen,,,9781631068379,240,,unread,true,"The Folding Book shows you how to fold your way to an organized home with over 100 expert folds to save space, create attractive drawers and closets, and edit your belongings.",2024-09-23
The Friday Afternoon Club,Griffin Dunne,Memoir,,9780593652824,367,,unread,true,"â€œWarm and perceptive.â€ â€”New York Times â€œGriffin Dunne knows how to tell a story.â€ â€”Washington Post â€Dunne is a prospector for the incandescent detail.â€ â€”Los Angeles Times â€œWhat a remarkable and moving story filled with twists and turns, the most famous of faces, and a complex family revealed with loving candor. I was blown away by Griffin Dunneâ€™s life and his ability to capture so much of it in these beautifully written pages.â€ â€”Anderson Cooper Griffin Dunneâ€™s memoir ",2026-06-09
The Girl with the Make-believe Husband,Julia Quinn,Historical Fiction,Regency,9780062388179,369,,unread,true,"With her brother Thomas injured on the battlefront in the Colonies, orphaned Cecilia Harcourt has two unbearable choices: move in with a maiden aunt or marry a scheming cousin. Instead, she chooses option three and travels across the Atlantic, determined to nurse her brother back to health. But after a week of searching, she finds not her brother but his best friend, the handsome officer Edward Rokesby. Heâ€™s unconscious and in desperate need of her care, and Cecilia vows that she will save thi",2024-09-23
The Girls of Atomic City,Denise Kiernan,History,World War II,9781451617535,373,,unread,true,"Looks at the valuable contributions made by the thousands of women who worked at a secret uranium-enriching facility in Oak Ridge, Tennessee during World War II.",2025-12-20
The Giver,Lois Lowry,Fiction,Chapter Book,9780440237686,200,3,read,true,"Jonasâ€™s world is perfect. Everything is under control. There is no war or fear or pain. There are no choices. Every person is assigned a role in the Community. When Jonas turns twelve, he is singled out to receive special training from The Giver. The Giver alone holds the memories of the true pain and pleasure of life. Now, it is time for Jonas to receive the truth. There is no turning back.",2024-09-23
The Good Boyâ€™s Guide To Being Good,Brussels Sprout,,,,,,unread,true,,2025-06-30
The Grapes of Wrath,John Steinbeck,Fiction,100 Books Every Man Should Read Art Of Manliness,9780143039433,464,,unread,true,"First published in 1939, Steinbeckâ€™s Pulitzer Prize-winning epic of the Great Depression chronicles the Dust Bowl migration of the 1930s and tells the story of one Oklahoma farm family, the Joadsâ€”driven from their homestead and forced to travel west to the promised land of California. Out of their trials and their repeated collisions against the hard realities of an America divided into Haves and Have-Nots evolves a drama that is intensely human yet majestic in its scale and moral vision, el",2024-09-23
The Great Influenza: The Story of the Deadliest Pandemic in History,John Barry,History,World War I,9780143036494,463,,unread,true,"In the winter of 1918, at the height of World War I, historyâ€™s most lethal influenza virus erupted in an army camp in Kansas, moved east with American troops, then exploded, killing as many as 100 million people worldwide.",2026-06-09
The Great War of Our Time,Michael Morell,,,9781455585670,,,unread,true,"Called the â€Bob Gates of his generationâ€ by Politico, Michael Morell was a top CIA officer who played a critical role in the most important counterterrorism events of the past two decades. Morell was by President Bushâ€™s side on 9/11/01 when terrorists struck America and in the White House Situation Room advising President Obama on 5/1/11 when America struck back-killing Usama bin Ladin. From the subway bombings in London to the terrorist attacks in Benghazi, Morell always seemed to find hi",2025-06-30
The Greatest Beer Run Ever,"Molloy, Joanna, Donohue, John (Chick), MOLLOY, J.T.",History,,9780062995476,256,,unread,true,"In 1967, John (Chick) Donohue was a 26-year-old U.S. Marine Corps veteran working as a merchant seaman when he was challenged one night in a New York City bar. The men gathered at this hearth had lost family and friends in the ongoing war in Vietnam. Now, they were seeing protesters turn on the troops. One neighborhood patriot proposed an idea many might deem preposterous: One of them should sneak into Vietnam, track down their buddies in combat, and give each of them messages of support from ba",2025-02-14
